Brand:,Model:,Trim / Edition:,Year of Manufacture:,Registration year:,Condition:,Transmission:,Body type:,Fuel type:,Engine capacity:,Kilometers run:,Price
Toyota,Premio,F-Ready Stock,2019,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","40,000 km","3,530,000"
Toyota,Axio,X,2012,2017,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","77,000 km","1,680,000"
Toyota,Premio,FL SCARLET RED WINE,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","30,957 km","3,850,000"
Toyota,Corolla,X CNG 90,2004,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","95,000 km","1,090,000"
Hyundai,Accent,.,2012,2013,Used,Automatic,Saloon,Octane,"1,440 cc","60,300 km","1,250,000"
Toyota,Noah,নোহা,2010,2015,Used,Automatic,MPV,"CNG, Octane","2,000 cc","96,000 km","1,910,000"
Toyota,Allion,.,2004,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","68,390 km","1,325,000"
Toyota,Premio,FL SCARLET RED WINE,2019,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","8,938 km","4,050,000"
BMW,3 Series,320i,2005,2005,Used,Automatic,Saloon,Octane,"2,000 cc","45,000 km","1,970,000"
Toyota,Hiace,Super GL Ready Stock,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Octane","2,000 cc","71,772 km","3,850,000"
Toyota,Prado,Sunroof,2006,2009,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","47,200 km","4,150,000"
Toyota,Noah,SI 2Door Power,2012,2017,Used,Automatic,Hatchback,Octane,"2,000 cc","67,000 km","2,635,000"
Toyota,Esquire,XI HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","90,593 km","3,350,000"
Toyota,Fielder,G - Package push,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","81,264 km","2,400,000"
Mitsubishi,Lancer,Octane,2017,2017,Used,Automatic,Saloon,Octane,"1,500 cc","44,750 km","1,980,000"
Toyota,Premio,FEX ETARNAL BLACK,2019,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","45,047 km","4,250,000"
Toyota,Esquire,XI Ready Stock,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,800 cc","88,950 km","3,350,000"
Toyota,Axio,Octane,2016,2022,Used,Automatic,Saloon,Octane,"1,500 cc","46,700 km","2,150,000"
Toyota,Premio,FEX.PAKG,2005,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","85,000 km","1,430,000"
Toyota,Premio,F G Grade,2013,2015,Used,Automatic,Saloon,Octane,"1,500 cc","42,000 km","2,565,000"
Toyota,C-HR,2017,2017,2022,Used,Automatic,Hatchback,Octane,"1,800 cc","66,668 km","3,000,000"
Nissan,X-Trail,"360"" 4WD 4.5 GRADE",2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","2,000 cc","66,325 km","3,849,000"
Toyota,Premio,FEX BLIZZARD PEARL,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","20,035 km","4,250,000"
Toyota,Hiace,Super GL,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","81,258 km","3,600,000"
Honda,Grace,DX HYBRID,2017,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","81,000 km","2,500,000"
Nissan,X-Trail,2017 New Shape,2017,2021,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","25,000 km","3,625,000"
Toyota,Premio,FEX PACIFIC MICABLUE,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","32,671 km","4,550,000"
Toyota,C-HR,G HYBRID,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","52,712 km","3,450,000"
Toyota,C-HR,G LED Ready Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","45,956 km","3,550,000"
Toyota,Noah,G Plus Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","74,854 km","3,450,000"
Toyota,Axio,,2006,2023,New,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","99,000 km","1,170,000"
Toyota,Noah,NonHybrid push start,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","57,264 km","3,700,000"
Toyota,Hiace,DX - Single AC,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","41,520 km","2,800,000"
Toyota,Premio,FEX PACIFIC MICABLUE,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","24,225 km","4,555,000"
Toyota,Aqua,S,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","93,000 km","1,950,000"
Toyota,Hiace,GL - Dual A/C,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","45,820 km","2,850,000"
Toyota,Noah,X HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","69,258 km","3,150,000"
Toyota,C-HR,G LED Brown Ready,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,800 cc","38,136 km","3,750,000"
Toyota,Fielder,G GRADE 3.5/P,2019,,Reconditioned,Automatic,Estate,Hybrid,"1,500 cc","249,669 km","2,250,000"
Toyota,Allion,A15 Push,2012,2014,Used,Automatic,Saloon,Octane,"1,500 cc","61,000 km","2,380,000"
Toyota,Passo,Sette 7 Seater,2011,2017,Used,Automatic,Hatchback,"Petrol, Octane","1,500 cc","73,654 km","1,450,000"
Toyota,Noah,X Sunroof LPG,2006,2015,Used,Automatic,MPV,"Octane, LPG","2,000 cc","60,000 km","1,490,000"
Toyota,Premio,FL,2010,2011,Used,Automatic,Saloon,"Petrol, Octane","1,500 cc","77,354 km","2,200,000"
Nissan,Juke,G Addition Push,2010,2017,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","58,000 km","1,490,000"
Toyota,Passo,cc 1300,2006,2010,Used,Automatic,Hatchback,Octane,"1,300 cc","56,000 km","870,000"
Toyota,Voxy,X HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","74,854 km","3,150,000"
Toyota,Prado,.,2000,2000,Used,Automatic,SUV / 4x4,Diesel,"2,700 cc","180,000 km","1,950,000"
Honda,Vezel,Z Package Hybrid,2018,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,500 cc","41,206 km","3,050,000"
Toyota,Noah,Town Ace GL,2011,2016,Used,Automatic,MPV,"CNG, Octane","1,500 cc","71,000 km","830,000"
Toyota,C-HR,Hybrid G LED,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","56,000 km","3,450,000"
Toyota,Noah,Octane Si,2014,2017,Used,Automatic,MPV,Octane,"2,000 cc","65,866 km","3,250,000"
Nissan,X-Trail,Octane,2012,2016,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","62,300 km","2,190,000"
Toyota,Fielder,G Hybrid,2017,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,500 cc","32,340 km","2,400,000"
Toyota,Noah,XI NON HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","88,547 km","3,650,000"
Toyota,Corolla,super condition,1995,1999,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","120,000 km","550,000"
Toyota,Vitz,,2010,2015,Used,Automatic,Hatchback,Octane,"1,300 cc","87,000 km","1,070,000"
Toyota,Premio,G.Superior Grey,2007,2010,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","72,000 km","1,800,000"
Toyota,Fielder,G Hybrid New Shape,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,500 cc","44,360 km","2,600,000"
Toyota,Axio,X HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,500 cc","39,847 km","2,400,000"
Toyota,Axio,G Edition Hybrid,2013,2018,Used,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","47,912 km","1,650,000"
Mitsubishi,Outlandar,.,2014,2019,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","41,000 km","3,350,000"
Toyota,Fielder,G Hybrid Black,2019,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,500 cc","33,560 km","2,800,000"
Toyota,Passo,.,2005,2009,Used,Automatic,Hatchback,"Petrol, Octane","1,000 cc","72,000 km","600,000"
Toyota,Prado,TX Sunroof,2000,2004,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","90,000 km","1,900,000"
Toyota,Axio,X LPG,2015,2020,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","73,391 km","2,050,000"
Toyota,Prado,TX Sunroof,2007,2008,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","60,000 km","4,300,000"
Toyota,Allion,A15 Ready Black,2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","20,023 km","3,500,000"
Toyota,Prado,TX Ltd Sunroof,2011,2013,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","66,000 km","7,200,000"
Toyota,C-HR,Hyrbid G LED Pkg,2018,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","78,123 km","3,250,000"
Toyota,Noah,X Hybrid,2018,,Reconditioned,Automatic,MPV,"Hybrid, Octane","1,800 cc","40,000 km","3,250,000"
Toyota,Hiace,SUPER GL -PUSH START,2019,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","52,484 km","3,900,000"
Toyota,Noah,Hybrid,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","69,841 km","3,200,000"
Toyota,Corolla,RIVIRE SALOON 1999,1999,2004,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","72,000 km","680,000"
Honda,Vezel,RS,2016,2017,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","4,800 km","2,650,000"
Nissan,X-Trail,.,2014,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","92,000 km","2,900,000"
Toyota,Axio,X Hybrid,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","66,713 km","2,300,000"
Toyota,Fielder,HYBRID X,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","64,784 km","2,250,000"
Toyota,Prado,TX Ltd Sunroof,2012,2019,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","50,000 km","8,200,000"
Toyota,Hiace,GL DUAL A/C,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","63,750 km","2,900,000"
Toyota,Premio,F-EX,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","11,000 km","4,300,000"
Toyota,Allion,A15 Ready Stock,2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","46,550 km","3,300,000"
Toyota,Noah,কিস্তি সহ ব্যাংক লোন,2017,2023,Used,Automatic,MPV,"Hybrid, Octane","1,800 cc","68,160 km","1,795,000"
Toyota,Harrier,"Adv,Full,Option,",2014,2017,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","51,000 km","5,200,000"
Nissan,X-Trail,"XTT,MICA,BLUE,",2012,2017,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","41,000 km","2,350,000"
Toyota,Corolla,x,2005,2011,Used,Manual,Saloon,"Petrol, CNG","1,500 cc","75,000 km","1,275,000"
Toyota,Axio,G Hybrid,2013,2019,Used,Automatic,Saloon,"Hybrid, Octane","1,500 cc","67,000 km","1,750,000"
Toyota,Fielder,G edition,2010,2016,Used,Automatic,Estate,"CNG, Octane","1,500 cc","56,000 km","1,550,000"
Toyota,Corolla,.,2023,2023,Used,Automatic,Saloon,"CNG, Octane","1,490 cc","100,000 km","430,000"
Toyota,Allion,A15 G,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","16,000 km","3,620,000"
Honda,CR-V,With.Sunroof.,2012,2016,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","51,000 km","3,000,000"
Toyota,Land Cruiser,V8-VX,2016,2016,Used,Automatic,SUV / 4x4,Diesel,"4,500 cc","61,000 km","21,000,000"
Toyota,Land Cruiser,PRADO TX,2005,2006,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","65,326 km","4,050,000"
Toyota,Premio,F Win Octane Run,2013,2017,Used,Automatic,Saloon,"Petrol, Octane","1,500 cc","53,000 km","2,450,000"
Toyota,Succeed,UL,2003,2007,Used,Automatic,Estate,"CNG, Octane","1,500 cc","75,201 km","710,000"
Toyota,Premio,FEX SCARLET RED WINE,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","16,351 km","4,455,000"
Toyota,Premio,F EX,2016,2020,Used,Automatic,Saloon,Octane,"1,500 cc","33,152 km","3,275,000"
Toyota,Sprinter,.,1999,,Used,Automatic,Saloon,Petrol,"1,500 cc","100,000 km","350,000"
Toyota,Noah,X Smart,2012,2018,Used,Automatic,MPV,"CNG, Octane","2,000 cc","56,895 km","2,350,000"
Toyota,Premio,FEX SCARLET RED WINE,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","7,540 km","4,440,000"
Toyota,Premio,FEX RUBY PEARL PT-5,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","18,439 km","4,310,000"
Nissan,Caravan,Nissan Ambulance,2003,2008,Used,Automatic,MPV,CNG,"2,000 cc","450,000 km","410,000"
Nissan,X-Trail,7 seat Sunroof,2014,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","52,334 km","3,490,000"
Mazda,RX-8,Series 1,2003,2010,Used,Manual,Coupé/Sports,Octane,"2,000 cc","57,000 km","1,050,000"
Toyota,Premio,G Package,2004,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","87,000 km","1,370,000"
Toyota,Succeed,GL,2004,2011,Used,Automatic,Estate,"CNG, Octane","1,500 cc","80,000 km","7,950,000"
Toyota,Corolla,G EDITION,2003,2007,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","75,300 km","1,145,000"
Toyota,C-HR,G EDITION,2010,2015,Used,Automatic,SUV / 4x4,"Octane, LPG","1,500 cc","65,200 km","1,885,000"
Toyota,Prado,TXL  Ltd Sunroof,2018,,Reconditioned,Automatic,SUV / 4x4,Octane,"2,700 cc","28,000 km","16,300,000"
Toyota,Premio,F-EX PKG-OCTANE USE.,2015,2016,Used,Automatic,Saloon,Octane,"1,500 cc","49,000 km","2,825,000"
Toyota,Hiace,Hiace Highroof GL,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","60,800 km","2,700,000"
Toyota,Premio,BASE+PUSH+OCTANE USE,2013,2018,Used,Automatic,Saloon,Octane,"1,500 cc","55,000 km","2,665,000"
Mazda,Axela,OCTANE+LPG-1500 CC.,2009,2012,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","69,000 km","1,395,000"
Toyota,Harrier,Premium Package,2016,2022,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","28,000 km","6,250,000"
Toyota,Prado,TX-L ORCHID PEARL,2019,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","2,700 cc","29,643 km","15,600,000"
Toyota,Fielder,",",2009,2014,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","66,000 km","1,425,000"
Toyota,Rush,OCTANE DRIVE-1500CC.,2008,2010,Used,Automatic,Saloon,Octane,"1,500 cc","67,000 km","1,475,000"
Toyota,Noah,X,2006,2008,Used,Automatic,MPV,Octane,"2,000 cc","90,000 km","1,020,000"
Toyota,Axio,SILVER 4.0 G,2017,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,500 cc","99,015 km","2,380,000"
Toyota,Noah,X NHB ETERNAL BLACK,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","84,613 km","3,590,000"
Honda,Insight,EX IVORY PERAL,2018,,Reconditioned,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","33,000 km","4,110,000"
Toyota,Premio,BASE+LPG-1500 CC.,2004,2008,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","74,000 km","1,495,000"
Toyota,C-HR,G LED TWO TONE,2019,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid","1,800 cc","49,000 km","3,669,999"
Toyota,Prius,Black,2018,,Reconditioned,Automatic,,"Hybrid, Octane","1,800 cc","84,735 km","3,650,000"
Toyota,C-HR,G LED Black Ready,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","60,420 km","3,750,000"
Toyota,Noah,Esquire GI Premium,2018,2022,Used,Automatic,Hatchback,"Hybrid, Octane","1,800 cc","29,400 km","3,750,000"
Toyota,Premio,Fl,2016,2018,Used,Automatic,Saloon,Octane,"1,500 cc","49,000 km","3,240,000"
Nissan,X-Trail,20X & Pearl,2018,,Reconditioned,Automatic,,"Hybrid, Octane","2,000 cc","40,886 km","4,650,000"
Toyota,Axio,G Fielder,2013,2021,Used,Automatic,Estate,"Hybrid, Octane","1,500 cc","54,000 km","1,590,000"
Toyota,Axio,Limited,2014,2018,Used,Automatic,Saloon,Octane,"1,500 cc","56,000 km","1,880,000"
Toyota,Corolla,X-SUPER CONDITION.,2006,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","72,000 km","1,355,000"
Toyota,Noah,Si WXB - NON HYBRID,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","63,254 km","3,800,000"
Toyota,Noah,X - Hybrid,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","68,154 km","3,200,000"
Toyota,Aqua,S  Style - Hybrid,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","68,412 km","1,970,000"
Toyota,Hiace,GL DUAL AC,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","58,491 km","2,870,000"
Mitsubishi,l200,Mitsubishi l200,2010,2011,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","125,000 km","2,400,000"
Toyota,Corolla,BUY& DRIVE CONDITION,2004,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","75,000 km","1,165,000"
Toyota,Succeed,`,2005,2005,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","70,000 km","750,000"
Toyota,Corolla,.,1996,1998,Used,Automatic,Saloon,"Petrol, LPG","1,300 cc","90,000 km","290,000"
Toyota,Noah,X smart,2010,2015,Used,Automatic,MPV,"CNG, Octane","2,000 cc","97,000 km","2,055,000"
Toyota,Fielder,X - Hybrid,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","72,548 km","2,200,000"
Toyota,Hiace,Super GL,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","71,948 km","3,600,000"
Toyota,Corolla,X-BUY & DRIVE-1500CC,2004,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","74,000 km","1,155,000"
Toyota,Axio,X - Hybrid,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","58,000 km","2,400,000"
Toyota,C-HR,G LED,2018,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,800 cc","56,841 km","3,450,000"
Toyota,Premio,G superior,2012,2018,Used,Automatic,,Octane,"1,500 cc","49,000 km","2,650,000"
Honda,Vezel,RS - Hybrid,2018,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,500 cc","40,000 km","3,800,000"
Toyota,Sienta,G CUERO - HYBRID,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,500 cc","65,000 km","2,720,000"
Toyota,Prius,S  Safety - Hybrid,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,800 cc","65,481 km","2,920,000"
Toyota,Land Cruiser,TXL 4.5 Pearl,2018,,Reconditioned,Automatic,SUV / 4x4,Octane,"2,700 cc","35,182 km","16,200,000"
Toyota,Premio,F-EX Package,2020,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","14,096 km","4,800,000"
Toyota,C-HR,G LED Ready Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","55,540 km","3,700,000"
Toyota,Hiace,Super GL 2018,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","64,002 km","3,400,000"
Toyota,Noah,X BROWN 2020,2020,,Reconditioned,Automatic,MPV,Octane,"2,000 cc","118,912 km","3,900,000"
Toyota,Noah,X-SMART,2012,2017,Used,Automatic,MPV,Octane,"2,000 cc","71,300 km","2,350,000"
Toyota,Allion,G LED PKG SILVER,2019,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","49,179 km","3,550,000"
Toyota,Axio,G Fielder,2013,2021,Used,Automatic,Estate,"Hybrid, Octane","1,500 cc","54,000 km","1,590,000"
Lexus,RX,"Long,Wheel.Base.7Set",2022,2023,Used,Automatic,SUV / 4x4,"Petrol, Octane","3,500 cc","4,200 km","19,000,000"
Ford,Fiesta,1500 CC-OCTANE DRIVE,2010,2011,Used,Automatic,Saloon,Octane,"1,500 cc","71,000 km","955,000"
Toyota,Prado,Tx-L limited,2017,2019,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,700 cc","33,000 km","14,300,000"
Toyota,Prius,S Safty2018,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,800 cc","42,003 km","2,600,000"
Toyota,Noah,,2005,2008,Used,Automatic,,"CNG, Octane","1,825 cc","498,152 km","800,000"
Toyota,C-HR,Pearl,2018,,Reconditioned,Automatic,,"Hybrid, Octane","1,800 cc","40,987 km","3,700,000"
Toyota,Axio,X Ready Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","65,540 km","2,350,000"
Toyota,Prado,,2016,2016,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","47,500 km","11,750,000"
Toyota,Noah,TownAce GL,2010,2015,Used,Automatic,MPV,"CNG, Octane","1,500 cc","75,000 km","825,000"
Honda,CR-V,With Sunroof,2012,2015,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","52,500 km","3,480,000"
Toyota,Hiace,HIROOF GL,2017,,Reconditioned,Automatic,,Hybrid,"2,000 cc","73,699 km","2,900,000"
Toyota,Premio,FL 2018,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","41,270 km","3,400,000"
Honda,CR-V,RED,2018,,Reconditioned,Automatic,,"Hybrid, Octane","2,000 cc","24,433 km","6,450,000"
Toyota,C-HR,S LED,2018,,Reconditioned,Automatic,,Hybrid,"1,800 cc","38,882 km","3,100,000"
Toyota,Noah,.,2001,2006,Used,Automatic,MPV,"CNG, Octane","2,000 cc","200,000 km","950,000"
Toyota,Aqua,S Style Ready Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","80,750 km","1,999,999"
Toyota,Allion,A 15 SILVER,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","10,000 km","3,450,000"
Toyota,C-HR,G LED,2018,,Reconditioned,Automatic,,Hybrid,"1,800 cc","50,061 km","3,450,000"
Toyota,Allion,Wine,2020,,Reconditioned,Automatic,,Octane,"1,500 cc","10,895 km","4,100,000"
Toyota,Corolla,.,1990,2000,Used,Automatic,Saloon,"Octane, LPG","1,498 cc","100,000 km","239,000"
Toyota,Prius,S safety,2018,,Reconditioned,Automatic,,"Hybrid, Octane","1,800 cc","29,028 km","3,230,000"
Toyota,Premio,FEX,2016,2020,Used,Automatic,Saloon,Octane,"1,500 cc","48,000 km","3,550,000"
Toyota,Harrier,Fresh condition,2015,2015,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","63,200 km","5,590,000"
Toyota,Noah,WXB Hybrid,2017,2022,Used,Automatic,Hatchback,"Hybrid, Octane","1,800 cc","60,000 km","3,680,000"
Toyota,Noah,X,2009,2015,Used,Automatic,MPV,"CNG, Octane","2,000 cc","81,000 km","1,945,000"
Toyota,Succeed,GL,2011,2016,Used,Automatic,Estate,"CNG, Octane","1,500 cc","79,000 km","1,090,000"
Toyota,Estima,micro,1995,2000,Used,Automatic,MPV,"CNG, Octane","2,400 cc","96,000 km","298,000"
Toyota,Noah,WXB (Hybrid),2018,2022,Used,Automatic,MPV,"Hybrid, Octane","1,800 cc","26,292 km","3,420,000"
Toyota,Prius,S safety Hybrid,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","16,068 km","3,230,000"
Toyota,Axio,x edition,2011,2017,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","71,580 km","1,510,000"
Toyota,Aqua,Fresh condition,2012,2018,Used,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","54,000 km","1,310,000"
Toyota,Premio,G Superior,2010,2016,Used,Automatic,Saloon,Octane,"1,500 cc","58,000 km","2,285,000"
Toyota,Fielder,G LED Hybrid,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,500 cc","45,000 km","2,350,000"
Toyota,Prius,S safety Hyb,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","15,849 km","3,230,000"
Toyota,Hiace,GL - Dual A/C,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","71,520 km","2,850,000"
Toyota,Land Cruiser,Prado TX,2012,2013,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","54,853 km","7,650,000"
Toyota,Axio,X Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,500 cc","29,808 km","2,400,000"
Honda,Vezel,Z Package Hybrid,2014,2018,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","64,574 km","1,850,000"
Hyundai,Tucson,Fresh condition,2011,2011,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","53,700 km","2,160,000"
Toyota,Aqua,S Style(push),2018,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,500 cc","70,700 km","2,000,000"
Toyota,Allion,A15 WhiteReady Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","75,750 km","3,300,000"
Toyota,Probox,Dx,2006,2018,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","81,000 km","835,000"
Honda,CR-V,With Sunroof,2012,2015,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","42,824 km","3,550,000"
Toyota,Noah,SI PUSH START,2017,2022,Used,Automatic,MPV,Hybrid,"2,000 cc","42,145 km","3,290,000"
Toyota,Esquire,Gi Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","59,664 km","3,650,000"
Toyota,Prius,S safety,2018,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","36,064 km","3,110,000"
Toyota,Noah,X  HYBRID,2018,,Reconditioned,Automatic,,Hybrid,"1,800 cc","46,321 km","3,050,000"
Toyota,Vitz,NEW SHAPE,2011,2016,Used,Automatic,Hatchback,Octane,"1,320 cc","56,325 km","1,250,000"
Toyota,Harrier,.,2017,2019,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","50,400 km","7,500,000"
Toyota,Corolla Cross,Z Leather 2021,2021,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","7,300 km","5,600,000"
Nissan,X-Trail,"(Octane,Sunroof)",2017,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","25,300 km","4,295,000"
Toyota,Prius,S SAFETY two tone,2018,,Reconditioned,Automatic,,Hybrid,"1,800 cc","37,815 km","2,780,000"
